#use gameland;
#﻿INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("#killallzombies", 36.56, 42, "Shooter", "Nov 12, 2014");
#INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("10 Second Ninja X", 209.38, 11, "Platform", "Jul 19, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Dex", 129.41, 53, "Acton RPG", "Jul 8, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Diablo III", 45.82, 58, "Action RPG, hack and slash", "Aug 21, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Digimon Story: Cyber Sleuth", 141.36, 57, "RPG", "Mar 21, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Digimon Story: Cyber Sleuth - Hacker's Memory", 156.23, 3, "RPG", "Aug 9, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Digimon World: Next Order", 69.84, 20, "RPG", "Feb 16, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Dirt 4", 203.93, 43, "Racing", "Jun 9, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Dirt Rally", 44.88, 57, "Racing", "Apr 5, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Disc Jam", 165.10, 1, "Action, sport", "Mar 7, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Disgaea 1 Complete", 51.20, 9, "Tactical RPG", "Oct 12, 2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Disgaea 5 Complete", 238.02, 50, "Tactical RPG", "Mar 26, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Dishonored: Definitive Edition", 93.24, 3, "Action", "Aug 27, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Dishonored 2", 110.15, 17, "Action", "Nov 11, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Dishonored: Death of the Outsider", 46.35, 42, "Action", "Sep 15, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("The Disney Afternoon Collection", 151.64, 12, "Platform", "Apr 18, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Disney Infinity: Marvel Super Heroes", 212.88, 31, "Action-adventure", "Sep 18, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Disney Infinity 3.0", 127.47, 13, "Action-adventure", "Aug 28, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Dissidia Final Fantasy NT", 6.00, 5, "Fighting", "Jan 11, 2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Distance", 91.22, 23, "Racing", "2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Divekick", 132.49, 46, "Fighting", "Oct 7, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Divide", 196.62, 9, "Action-adventure", "Jan 31, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Divinity: Original Sin", 102.58, 28, "RPG", "Apr 14, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Divinity: Original Sin II", 187.81, 27, "RPG", "Aug 31, 2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("DJMax Respect", 63.82, 24, "Rhythm", "Nov 9, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Dogos", 236.75, 42, "Shooter", "Dec 16, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Doki-Doki Universe", 130.83, 35, "Adventure", "Feb 22, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Dollhouse", 182.17, 45, "Horror", "2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Donut County", 98.58, 30, "Puzzle", "Aug 28, 2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Doodle Devil", 190.54, 1, "Puzzle", "Mar 23, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Doodle God", 237.29, 19, "Puzzle", "Jan 29, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Don Bradman Cricket", 152.94, 28, "Sport", "Assorted");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Don Bradman Cricket 17", 133.58, 0, "Sport", "Dec 16, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Don't Die, Mr. Robot!", 94.38, 1, "Action", "Mar 8, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Don't Starve", 68.43, 57, "Action-adventure", "Feb 22, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Don't Starve Together", 9.20, 55, "Action-adventure", "Sep 13, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Doom", 137.22, 26, "First-person shooter", "May 13, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Downwell", 115.42, 47, "Platform, vertically scrolling shooter", "May 24, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Dragon Age: Inquisition", 155.57, 9, "RPG", "Nov 27, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Dragon Ball FighterZ", 164.26, 20, "Fighting", "Feb 1, 2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Dragon Ball Xenoverse", 166.28, 4, "Fighting", "Feb 5, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Dragon Ball Xenoverse 2", 46.75, 28, "Fighting", "Nov 2, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Dragon Fantasy: The Black Tome of Ice", 35.66, 41, "RPG", "Mar 22, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Dragon Fin Soup", 114.45, 7, "RPG, roguelike", "Dec 2, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Dragon's Crown Pro", 190.83, 59, "Action RPG, beat 'em up", "Feb 8, 2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Dragon Quest Builders", 46.76, 51, "RPG, sandbox", "Jan 28, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Dragon Quest Builders 2", 115.59, 11, "RPG", "2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Dragon Quest Heroes", 92.43, 54, "RPG", "Feb 26, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Dragon Quest Heroes II", 122.35, 31, "RPG", "May 27, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Dragon Quest X", 159.75, 36, "MMORPG", "Aug 17, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Dragon Quest XI", 100.43, 51, "RPG", "Jul 29, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Dragon's Dogma: Dark Arisen", 167.08, 25, "Action RPG", "Oct 5, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Drawful 2", 214.23, 1, "Party, trivia", "Jun 21, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Drawn to Death", 89.91, 19, "MOBA", "Apr 4, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Drifter", 11.08, 20, "Sandbox", "2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Dreamfall Chapters: The Longest Journey", 17.57, 47, "Adventure", "Mar 24, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Dreams", 185.46, 24, "Sandbox", "2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Dreii", 185.88, 46, "Puzzle", "Mar 9, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Driveclub", 91.89, 27, "Racing", "Oct 9, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Driveclub Bikes", 210.81, 25, "Racing", "Oct 29, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Duck Game", 79.47, 52, "Party, platform", "Aug 22, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Duke Nukem 3D: 20th Anniversary World Tour", 107.51, 43, "First-person shooter", "Oct 11, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Dungeons 2", 202.26, 7, "Strategy", "May 27, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Dungeons 3", 138.24, 14, "Strategy", "Oct 31, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Dust: An Elysian Tail", 235.17, 30, "Action RPG", "Nov 12, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Dustoff Heli Rescue 2", 219.48, 22, "Action", "TBA");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("The Dwarves", 224.69, 50, "RPG", "Dec 1, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Dying Light", 229.10, 45, "Action-adventure, survival horror", "Apr 16, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Dying Light 2", 56.75, 58, "Action-adventure, survival horror", "2019");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Dynasty Warriors 8: Empires", 21.47, 13, "Hack and slash", "Nov 20, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Dynasty Warriors 8: Xtreme Legends Complete Edition", 170.92, 43, "Action RPG", "Feb 22, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Dynasty Warriors 9", 218.88, 27, "Hack and slash", "Feb 8, 2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Dynasty Warriors: Godseekers", 89.05, 44, "Tactical RPG", "Aug 3, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Earth Atlantis", 124.59, 28, "Shoot 'em up", "2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("EA Sports UFC", 5.16, 41, "Fighting, sport", "Nov 20, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("EA Sports UFC 2", 69.66, 14, "Fighting, sport", "Aug 30, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("EA Sports UFC 3", 231.26, 55, "Fighting, sport", "Feb 2, 2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Earth Defense Force 4.1", 141.47, 20, "Third-person shooter", "Apr 2, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Earth Defense Force 5", 196.59, 45, "Action", "Dec 7, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Earth Defense Force: Iron Rain", 124.41, 49, "Action", "2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Earthfall", 139.89, 22, "First-person shooter", "Jul 13, 2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Earth Wars", 56.42, 15, "Side-scroller", "Sep 18, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Earthlock: Festival of Magic", 239.82, 36, "RPG", "Jan 27, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Echo", 187.04, 49, "Action, stealth", "Oct 11, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Edge of Eternity", 157.01, 23, "RPG", "2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Eitr", 175.54, 60, "Action RPG", "2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("The Elder Scrolls Online", 154.85, 28, "MMORPG", "Jun 9, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("The Elder Scrolls V: Skyrim – Special Edition", 84.85, 4, "Action RPG", "Oct 28, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Electronic Super Joy", 107.78, 55, "Platform", "Aug 23, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("ELEX", 56.22, 6, "Action RPG", "Oct 17, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Elliot Quest", 215.81, 49, "Platform-adventure, metroidvania", "May 11, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Elite: Dangerous", 68.95, 7, "Space trading and combat", "Jun 27, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Emily Wants to Play", 196.84, 20, "Survival horror", "Feb 9, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Energy Hook", 35.86, 25, "Action-adventure", "Jul 5, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Enigmatis: The Ghosts of Maple Creek", 157.84, 9, "Hidden object", "Jan 24, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Enter the Gungeon", 88.01, 45, "Roguelike, shoot 'em up", "Apr 20, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Entwined", 169.92, 37, "Action-adventure", "Jun 19, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Erica", 139.43, 53, "Interactive drama", "TBA");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Escape Plan", 225.85, 53, "Puzzle", "Feb 22, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Escape Goat 2", 21.60, 9, "Platform, puzzle", "Nov 26, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("The Escapists", 247.34, 20, "Puzzle, RPG", "May 29, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("The Escapists 2", 102.95, 48, "Strategy RPG", "Aug 22, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Ether One", 225.89, 58, "Adventure, puzzle", "May 5, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Euro Fishing", 117.51, 31, "Simulation", "Apr 11, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Eve: Valkyrie - Warzone", 151.98, 8, "Space Shooter", "Sep 26, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Eventide: Slavic Fable", 87.88, 31, "Hidden object", "Apr 25, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Everspace", 208.13, 10, "Shooter", "May 29, 2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Everybody's Golf", 144.91, 53, "Sport", "Aug 31, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Everybody's Gone to the Rapture", 22.48, 49, "Adventure", "Aug 11, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Everything", 14.93, 57, "Adventure", "2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("The Evil Within", 147.09, 2, "Survival horror", "Oct 23, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("The Evil Within 2", 22.97, 37, "Survival horror", "Oct 19, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Evolve", 152.93, 2, "First-person shooter", "Mar 5, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Exile's End", 88.97, 28, "Action", "Oct 26, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Exist Archive", 35.00, 33, "Role-playing", "Dec 17, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Extinction", 72.64, 20, "Action-adventure", "Q2 2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("F1 2015", 55.28, 53, "Racing", "Jul 30, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("F1 2016", 115.01, 29, "Racing", "Aug 19, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("F1 2017", 81.73, 16, "Racing", "Aug 25, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Fairy Fencer F: Advent Dark Force", 242.03, 8, "RPG", "Nov 5, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("The Fall", 64.97, 55, "Platform", "Jul 14, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Fallen Legion: Sins of an Empire", 112.56, 16, "Action RPG", "Jul 25, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Fallout 4", 77.27, 52, "Action RPG", "Dec 17, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Fallout 76", 99.67, 16, "Action RPG", "Nov 14, 2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Fantasy Strike", 103.01, 26, "Fighting", "2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Far Cry 4", 95.53, 59, "First-person shooter", "Jan 22, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Far Cry 5", 134.51, 32, "First-person shooter", "Mar 27, 2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Far Cry Primal", 232.00, 45, "Action-adventure", "Mar 24, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("FAR: Lone Sails", 210.09, 26, "Adventure", "May 17, 2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Farming Simulator 15", 205.52, 10, "Simulation", "Nov 26, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Farming Simulator 17", 120.65, 52, "Simulation", "Mar 23, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Fate/Extella: The Umbral Star", 37.68, 43, "Action", "Nov 10, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Fat Princess Adventures", 50.93, 8, "Action-adv, hack and slash", "Dec 5, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Fault Milestone One", 181.38, 22, "Visual novel", "TBA");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Fe", 137.89, 28, "Adventure", "Feb 16, 2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Feist", 42.48, 22, "Platform, puzzle", "Dec 16, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Fenix Furia", 161.09, 54, "Platform", "Sep 16, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Feudal Alloy", 45.72, 26, "Metroidvania", "TBA");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Fez", 221.08, 14, "Platform, puzzle", "Aug 20, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Fibbage", 220.62, 12, "Party, trivia", "Sep 16, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("FIFA 14", 27.78, 44, "Sport", "Feb 22, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("FIFA 15", 179.50, 41, "Sport", "Oct 9, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("FIFA 16", 235.17, 48, "Sport", "Oct 18, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("FIFA 17", 224.19, 31, "Sports", "Sep 29, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("FIFA 18", 153.13, 1, "Sports", "Sep 29, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("FIFA 19", 70.79, 57, "Sports", "Sep 28, 2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Fighting EX Layer", 58.61, 22, "Fighting", "Jun 28, 2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Figment", 139.60, 34, "Adventure, puzzle", "2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Filthy Lucre", 180.70, 56, "Action, stealth", "Sep 7, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Final Fantasy VII", 41.65, 39, "RPG", "Dec 6, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Final Fantasy VII Remake", 42.35, 21, "Action RPG", "TBA");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Final Fantasy IX", 134.71, 29, "RPG", "Sep 19, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Final Fantasy X/X-2 HD Remaster", 108.98, 47, "RPG", "May 14, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Final Fantasy XII: The Zodiac Age", 20.25, 49, "RPG", "Jul 13, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Final Fantasy XIV: A Realm Reborn", 190.47, 50, "MMORPG", "Apr 14, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Final Fantasy XV", 180.78, 16, "Action RPG", "Nov 29, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Final Fantasy Type-0 HD", 48.43, 49, "Action RPG", "Mar 19, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Final Horizon", 140.76, 33, "Tower defense", "Jan 14, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("The Final Station", 178.23, 15, "Platform", "Sep 6, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Fire Pro Wrestling World", 64.17, 28, "Sport", "Q2 2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Firewatch", 200.83, 56, "Adventure", "Feb 9, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Fist of the North Star", 39.61, 3, "Action-adventure", "2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("The Flame in the Flood", 178.41, 57, "Roguelike, survival", "Jan 17, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Flame Over", 89.03, 44, "Action", "Sep 16, 2015");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("FlatOut 4: Total Insanity", 136.57, 55, "Racing", "Aug 31, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Flinthook", 46.45, 23, "Action, platform", "Apr 14, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Flipping Death", 96.17, 38, "Adventure", "2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Flockers", 67.22, 1, "Puzzle", "Sep 19, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("flOw", 59.47, 11, "Life simulation", "Feb 22, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Flower", 111.49, 41, "Adventure", "Feb 22, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Fluster Cluck", 43.59, 57, "Party", "Oct 14, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("For Honor", 70.79, 13, "Adventure", "Feb 16, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("For the King", 190.31, 7, "Action", "TBA");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Forced", 74.09, 4, "Action RPG", "Feb 22, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("The Forest", 191.54, 17, "Survival adventure", "Nov 6, 2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Forgotton Anne", 211.08, 25, "Adventure", "2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Forma.8", 14.04, 43, "Action-adventure", "Sep 28, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Foul Play", 156.83, 23, "Action-adv, beat 'em up", "Feb 23, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Four Sided Fantasy", 167.31, 31, "Platform, puzzle", "Aug 31, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Fragments of Him", 170.92, 10, "Adventure", "Sep 26, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Frantics", 27.36, 49, "Party", "Mar 7, 2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Freedom Planet", 41.92, 46, "Platform", "Mar 21, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Friday the 13th: The Game", 209.67, 48, "Survival horror", "May 26, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Full Metal Panic! Fight: Who Dares Wins", 249.04, 13, "Strategy RPG", "2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Full Mojo Rampage", 149.21, 48, "Action RPG", "Jun 28, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Full Throttle Remastered", 80.08, 41, "Graphic adventure", "Apr 18, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Furi", 132.51, 40, "Action, shoot 'em up", "Aug 3, 2016");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Fushigi no Gensōkyō 3", 238.87, 39, "Dōjin", "TBA");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Future Unfolding", 81.34, 51, "Adventure, puzzle", "May 16, 2017");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("FutureGrind", 120.70, 16, "Action", "2018");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Futuridium EP Deluxe", 65.42, 40, "Shooter, puzzle", "Sep 30, 2014");
INSERT INTO games (game_name, game_price, game_amount, game_genre, game_release) VALUES ("Galak-Z: The Dimensional", 13.62, 1, "Shooter", "Aug 4, 2015");
